impression_id,clicked,lead,converted,stage
2679,0,0,0,Impression
2680,0,0,0,Impression
2681,0,0,0,Impression
2682,0,0,0,Impression
2683,0,0,0,Impression
2684,0,0,0,Impression
2685,0,0,0,Impression
2686,0,0,0,Impression
2687,0,0,0,Impression
2688,0,0,0,Impression
2689,0,0,0,Impression
2690,0,0,0,Impression
2691,0,0,0,Impression
2692,0,0,0,Impression
2693,0,0,0,Impression
2694,0,0,0,Impression
2695,0,0,0,Impression
2696,0,0,0,Impression
2697,0,0,0,Impression
2698,0,0,0,Impression
2699,0,0,0,Impression
2700,0,0,0,Impression
2701,0,0,0,Impression
2702,0,0,0,Impression
2703,0,0,0,Impression
2704,0,0,0,Impression
2705,0,0,0,Impression
2706,0,0,0,Impression
2707,0,0,0,Impression
2708,0,0,0,Impression
2709,0,0,0,Impression
2710,0,0,0,Impression
2711,0,0,0,Impression
2712,0,0,0,Impression
2713,0,0,0,Impression
2714,0,0,0,Impression
2715,0,0,0,Impression
2716,0,0,0,Impression
2717,0,0,0,Impression
2718,0,0,0,Impression
2719,0,0,0,Impression
2720,0,0,0,Impression
2721,0,0,0,Impression
2722,0,0,0,Impression
2723,0,0,0,Impression
2724,0,0,0,Impression
2725,0,0,0,Impression
2726,0,0,0,Impression
2727,0,0,0,Impression
2728,0,0,0,Impression
2729,0,0,0,Impression
2730,0,0,0,Impression
2731,0,0,0,Impression
2732,0,0,0,Impression
2733,0,0,0,Impression
2734,0,0,0,Impression
2735,0,0,0,Impression
2736,0,0,0,Impression
2737,0,0,0,Impression
2738,0,0,0,Impression
2739,0,0,0,Impression
2740,0,0,0,Impression
2741,0,0,0,Impression
2742,0,0,0,Impression
2743,1,0,0,Click
2744,0,0,0,Impression
2745,0,0,0,Impression
2746,0,0,0,Impression
2747,0,0,0,Impression
2748,0,0,0,Impression
2749,0,0,0,Impression
2750,0,0,0,Impression
2751,0,0,0,Impression
2752,0,0,0,Impression
2753,0,0,0,Impression
2754,0,0,0,Impression
2755,0,0,0,Impression
2756,0,0,0,Impression
2757,0,0,0,Impression
2758,0,0,0,Impression
2759,0,0,0,Impression
2760,0,0,0,Impression
2761,0,0,0,Impression
2762,0,0,0,Impression
2763,0,0,0,Impression
2764,0,0,0,Impression
2765,0,0,0,Impression
2766,0,0,0,Impression
2767,0,0,0,Impression
2768,0,0,0,Impression
2769,0,0,0,Impression
2770,0,0,0,Impression
2771,0,0,0,Impression
2772,0,0,0,Impression
2773,0,0,0,Impression
2774,0,0,0,Impression
2775,0,0,0,Impression
2776,0,0,0,Impression
2777,0,0,0,Impression
2778,0,0,0,Impression
2779,0,0,0,Impression
2780,0,0,0,Impression
2781,0,0,0,Impression
2782,0,0,0,Impression
2783,0,0,0,Impression
2784,0,0,0,Impression
2785,0,0,0,Impression
2786,0,0,0,Impression
2787,0,0,0,Impression
2788,0,0,0,Impression
2789,0,0,0,Impression
2790,0,0,0,Impression
2791,0,0,0,Impression
2792,0,0,0,Impression
2793,0,0,0,Impression
2794,0,0,0,Impression
2795,0,0,0,Impression
2796,0,0,0,Impression
2797,0,0,0,Impression
2798,1,0,0,Click
2799,0,0,0,Impression
2800,0,0,0,Impression
2801,0,0,0,Impression
2802,0,0,0,Impression
2803,0,0,0,Impression
2804,0,0,0,Impression
2805,0,0,0,Impression
2806,0,0,0,Impression
2807,0,0,0,Impression
2808,0,0,0,Impression
2809,0,0,0,Impression
2810,0,0,0,Impression
2811,0,0,0,Impression
2812,0,0,0,Impression
2813,0,0,0,Impression
2814,0,0,0,Impression
2815,0,0,0,Impression
2816,0,0,0,Impression
2817,0,0,0,Impression
2818,0,0,0,Impression
2819,0,0,0,Impression
2820,0,0,0,Impression
2821,0,0,0,Impression
2822,0,0,0,Impression
2823,0,0,0,Impression
2824,0,0,0,Impression
2825,0,0,0,Impression
2826,0,0,0,Impression
2827,0,0,0,Impression
2828,0,0,0,Impression
2829,0,0,0,Impression
2830,0,0,0,Impression
2831,0,0,0,Impression
2832,0,0,0,Impression
2833,0,0,0,Impression
2834,0,0,0,Impression
2835,0,0,0,Impression
2836,0,0,0,Impression
2837,0,0,0,Impression
2838,0,0,0,Impression
2839,0,0,0,Impression
2840,0,0,0,Impression
2841,0,0,0,Impression
2842,0,0,0,Impression
2843,0,0,0,Impression
2844,0,0,0,Impression
2845,0,0,0,Impression
2846,0,0,0,Impression
2847,0,0,0,Impression
2848,0,0,0,Impression
2849,0,0,0,Impression
2850,0,0,0,Impression
2851,0,0,0,Impression
2852,0,0,0,Impression
2853,0,0,0,Impression
2854,0,0,0,Impression
2855,0,0,0,Impression
2856,0,0,0,Impression
2857,0,0,0,Impression
2858,0,0,0,Impression
2859,0,0,0,Impression
2860,0,0,0,Impression
2861,0,0,0,Impression
2862,0,0,0,Impression
2863,0,0,0,Impression
2864,0,0,0,Impression
2865,0,0,0,Impression
2866,0,0,0,Impression
2867,0,0,0,Impression
2868,0,0,0,Impression
2869,0,0,0,Impression
2870,0,0,0,Impression
2871,0,0,0,Impression
2872,0,0,0,Impression
2873,0,0,0,Impression
2874,1,0,0,Click
2875,0,0,0,Impression
2876,0,0,0,Impression
2877,0,0,0,Impression
2878,0,0,0,Impression
2879,0,0,0,Impression
2880,0,0,0,Impression
2881,0,0,0,Impression
2882,0,0,0,Impression
2883,0,0,0,Impression
2884,0,0,0,Impression
2885,0,0,0,Impression
2886,0,0,0,Impression
2887,0,0,0,Impression
2888,0,0,0,Impression
2889,0,0,0,Impression
2890,0,0,0,Impression
2891,0,0,0,Impression
2892,0,0,0,Impression
2893,0,0,0,Impression
2894,0,0,0,Impression
2895,0,0,0,Impression
2896,0,0,0,Impression
2897,0,0,0,Impression
2898,0,0,0,Impression
2899,0,0,0,Impression
2900,0,0,0,Impression
2901,0,0,0,Impression
2902,0,0,0,Impression
2903,0,0,0,Impression
2904,0,0,0,Impression
2905,0,0,0,Impression
2906,0,0,0,Impression
2907,0,0,0,Impression
2908,0,0,0,Impression
2909,0,0,0,Impression
2910,0,0,0,Impression
2911,0,0,0,Impression
2912,0,0,0,Impression
2913,0,0,0,Impression
2914,0,0,0,Impression
2915,0,0,0,Impression
2916,0,0,0,Impression
2917,0,0,0,Impression
2918,0,0,0,Impression
2919,0,0,0,Impression
2920,0,0,0,Impression
2921,0,0,0,Impression
2922,0,0,0,Impression
2923,0,0,0,Impression
2924,0,0,0,Impression
2925,0,0,0,Impression
2926,0,0,0,Impression
2927,0,0,0,Impression
2928,0,0,0,Impression
2929,0,0,0,Impression
2930,0,0,0,Impression
2931,0,0,0,Impression
2932,0,0,0,Impression
2933,0,0,0,Impression
2934,0,0,0,Impression
2935,0,0,0,Impression
2936,0,0,0,Impression
2937,0,0,0,Impression
2938,1,0,0,Click
2939,0,0,0,Impression
2940,0,0,0,Impression
2941,0,0,0,Impression
2942,0,0,0,Impression
2943,0,0,0,Impression
2944,0,0,0,Impression
2945,0,0,0,Impression
2946,0,0,0,Impression
2947,0,0,0,Impression
2948,0,0,0,Impression
2949,0,0,0,Impression
2950,0,0,0,Impression
2951,0,0,0,Impression
2952,0,0,0,Impression
2953,0,0,0,Impression
2954,0,0,0,Impression
2955,0,0,0,Impression
2956,0,0,0,Impression
2957,0,0,0,Impression
2958,0,0,0,Impression
2959,0,0,0,Impression
2960,0,0,0,Impression
2961,0,0,0,Impression
2962,0,0,0,Impression
2963,0,0,0,Impression
2964,0,0,0,Impression
2965,0,0,0,Impression
2966,0,0,0,Impression
2967,0,0,0,Impression
2968,0,0,0,Impression
2969,0,0,0,Impression
2970,0,0,0,Impression
2971,0,0,0,Impression
2972,0,0,0,Impression
2973,0,0,0,Impression
2974,0,0,0,Impression
2975,0,0,0,Impression
2976,0,0,0,Impression
2977,0,0,0,Impression
2978,0,0,0,Impression
2979,0,0,0,Impression
2980,0,0,0,Impression
2981,0,0,0,Impression
2982,0,0,0,Impression
2983,0,0,0,Impression
2984,0,0,0,Impression
2985,0,0,0,Impression
2986,0,0,0,Impression
2987,0,0,0,Impression
2988,0,0,0,Impression
2989,0,0,0,Impression
2990,0,0,0,Impression
2991,0,0,0,Impression
2992,0,0,0,Impression
2993,0,0,0,Impression
2994,0,0,0,Impression
2995,0,0,0,Impression
2996,0,0,0,Impression
2997,1,0,0,Click
2998,0,0,0,Impression
2999,0,0,0,Impression
3000,1,0,0,Click
3001,0,0,0,Impression
3002,0,0,0,Impression
3003,0,0,0,Impression
3004,0,0,0,Impression
3005,0,0,0,Impression
3006,0,0,0,Impression
3007,0,0,0,Impression
3008,0,0,0,Impression
3009,0,0,0,Impression
3010,0,0,0,Impression
3011,0,0,0,Impression
3012,0,0,0,Impression
3013,0,0,0,Impression
3014,0,0,0,Impression
3015,0,0,0,Impression
3016,0,0,0,Impression
3017,0,0,0,Impression
3018,0,0,0,Impression
3019,0,0,0,Impression
3020,0,0,0,Impression
3021,0,0,0,Impression
3022,0,0,0,Impression
3023,0,0,0,Impression
3024,0,0,0,Impression
3025,0,0,0,Impression
3026,0,0,0,Impression
3027,0,0,0,Impression
3028,0,0,0,Impression
3029,0,0,0,Impression
3030,0,0,0,Impression
3031,0,0,0,Impression
3032,0,0,0,Impression
3033,0,0,0,Impression
3034,0,0,0,Impression
3035,0,0,0,Impression
3036,0,0,0,Impression
3037,0,0,0,Impression
3038,0,0,0,Impression
3039,0,0,0,Impression
3040,0,0,0,Impression
3041,0,0,0,Impression
3042,0,0,0,Impression
3043,0,0,0,Impression
3044,0,0,0,Impression
3045,0,0,0,Impression
3046,0,0,0,Impression
3047,0,0,0,Impression
3048,0,0,0,Impression
3049,0,0,0,Impression
3050,0,0,0,Impression
3051,0,0,0,Impression
3052,0,0,0,Impression
3053,0,0,0,Impression
3054,0,0,0,Impression
3055,0,0,0,Impression
3056,0,0,0,Impression
3057,0,0,0,Impression
3058,0,0,0,Impression
3059,0,0,0,Impression
3060,0,0,0,Impression
3061,0,0,0,Impression
3062,0,0,0,Impression
3063,0,0,0,Impression
3064,0,0,0,Impression
3065,0,0,0,Impression
3066,0,0,0,Impression
3067,0,0,0,Impression
3068,0,0,0,Impression
3069,0,0,0,Impression
3070,0,0,0,Impression
3071,0,0,0,Impression
3072,0,0,0,Impression
3073,0,0,0,Impression
3074,0,0,0,Impression
3075,0,0,0,Impression
3076,0,0,0,Impression
3077,0,0,0,Impression
3078,0,0,0,Impression
3079,0,0,0,Impression
3080,0,0,0,Impression
3081,0,0,0,Impression
3082,0,0,0,Impression
3083,0,0,0,Impression
3084,0,0,0,Impression
3085,0,0,0,Impression
3086,0,0,0,Impression
3087,0,0,0,Impression
3088,0,0,0,Impression
3089,0,0,0,Impression
3090,0,0,0,Impression
3091,0,0,0,Impression
3092,0,0,0,Impression
3093,0,0,0,Impression
3094,0,0,0,Impression
3095,0,0,0,Impression
3096,0,0,0,Impression
3097,0,0,0,Impression
3098,0,0,0,Impression
3099,0,0,0,Impression
3100,0,0,0,Impression
3101,0,0,0,Impression
3102,0,0,0,Impression
3103,0,0,0,Impression
3104,0,0,0,Impression
3105,0,0,0,Impression
3106,0,0,0,Impression
3107,0,0,0,Impression
3108,0,0,0,Impression
3109,0,0,0,Impression
3110,0,0,0,Impression
3111,0,0,0,Impression
3112,0,0,0,Impression
3113,0,0,0,Impression
3114,0,0,0,Impression
3115,0,0,0,Impression
3116,0,0,0,Impression
3117,0,0,0,Impression
3118,0,0,0,Impression
3119,0,0,0,Impression
3120,0,0,0,Impression
3121,0,0,0,Impression
3122,0,0,0,Impression
3123,0,0,0,Impression
3124,0,0,0,Impression
3125,0,0,0,Impression
3126,0,0,0,Impression
3127,0,0,0,Impression
3128,0,0,0,Impression
3129,0,0,0,Impression
3130,0,0,0,Impression
3131,0,0,0,Impression
3132,0,0,0,Impression
3133,0,0,0,Impression
3134,0,0,0,Impression
3135,0,0,0,Impression
3136,0,0,0,Impression
3137,0,0,0,Impression
3138,0,0,0,Impression
3139,0,0,0,Impression
3140,0,0,0,Impression
3141,0,0,0,Impression
3142,0,0,0,Impression
3143,0,0,0,Impression
3144,0,0,0,Impression
3145,0,0,0,Impression
3146,0,0,0,Impression
3147,0,0,0,Impression
3148,0,0,0,Impression
3149,0,0,0,Impression
3150,0,0,0,Impression
3151,0,0,0,Impression
3152,0,0,0,Impression
3153,0,0,0,Impression
3154,0,0,0,Impression
3155,0,0,0,Impression
3156,0,0,0,Impression
3157,0,0,0,Impression
3158,0,0,0,Impression
3159,0,0,0,Impression
3160,0,0,0,Impression
3161,0,0,0,Impression
3162,0,0,0,Impression
3163,0,0,0,Impression
3164,0,0,0,Impression
3165,0,0,0,Impression
3166,0,0,0,Impression
3167,1,0,0,Click
3168,0,0,0,Impression
3169,0,0,0,Impression
3170,0,0,0,Impression
3171,0,0,0,Impression
3172,0,0,0,Impression
3173,0,0,0,Impression
3174,0,0,0,Impression
3175,0,0,0,Impression
3176,0,0,0,Impression
3177,0,0,0,Impression
3178,0,0,0,Impression
3179,0,0,0,Impression
3180,0,0,0,Impression
3181,0,0,0,Impression
3182,0,0,0,Impression
3183,0,0,0,Impression
3184,0,0,0,Impression
3185,0,0,0,Impression
3186,0,0,0,Impression
3187,0,0,0,Impression
3188,0,0,0,Impression
3189,0,0,0,Impression
3190,0,0,0,Impression
3191,0,0,0,Impression
3192,0,0,0,Impression
3193,0,0,0,Impression
3194,0,0,0,Impression
3195,0,0,0,Impression
3196,0,0,0,Impression
3197,0,0,0,Impression
3198,0,0,0,Impression
3199,0,0,0,Impression
3200,0,0,0,Impression
3201,0,0,0,Impression
3202,0,0,0,Impression
3203,0,0,0,Impression
3204,0,0,0,Impression
3205,0,0,0,Impression
3206,0,0,0,Impression
3207,0,0,0,Impression
3208,0,0,0,Impression
3209,0,0,0,Impression
3210,0,0,0,Impression
3211,0,0,0,Impression
3212,0,0,0,Impression
3213,0,0,0,Impression
3214,0,0,0,Impression
3215,0,0,0,Impression
3216,0,0,0,Impression
3217,0,0,0,Impression
3218,0,0,0,Impression
3219,0,0,0,Impression
3220,0,0,0,Impression
3221,0,0,0,Impression
3222,0,0,0,Impression
3223,0,0,0,Impression
3224,0,0,0,Impression
3225,0,0,0,Impression
3226,0,0,0,Impression
3227,0,0,0,Impression
3228,0,0,0,Impression
3229,0,0,0,Impression
3230,0,0,0,Impression
3231,0,0,0,Impression
3232,1,0,0,Click
3233,0,0,0,Impression
3234,0,0,0,Impression
3235,0,0,0,Impression
3236,0,0,0,Impression
3237,0,0,0,Impression
3238,0,0,0,Impression
3239,0,0,0,Impression
3240,0,0,0,Impression
3241,0,0,0,Impression
3242,0,0,0,Impression
3243,0,0,0,Impression
3244,0,0,0,Impression
3245,0,0,0,Impression
3246,0,0,0,Impression
3247,0,0,0,Impression
3248,0,0,0,Impression
3249,0,0,0,Impression
3250,0,0,0,Impression
3251,0,0,0,Impression
3252,0,0,0,Impression
3253,0,0,0,Impression
3254,1,0,0,Click
3255,0,0,0,Impression
3256,0,0,0,Impression
3257,0,0,0,Impression
3258,0,0,0,Impression
3259,0,0,0,Impression
3260,0,0,0,Impression
3261,0,0,0,Impression
3262,0,0,0,Impression
3263,0,0,0,Impression
3264,0,0,0,Impression
3265,0,0,0,Impression
3266,0,0,0,Impression
3267,0,0,0,Impression
3268,0,0,0,Impression
3269,0,0,0,Impression
3270,0,0,0,Impression
3271,0,0,0,Impression
3272,0,0,0,Impression
3273,0,0,0,Impression
3274,0,0,0,Impression
3275,0,0,0,Impression
3276,0,0,0,Impression
3277,0,0,0,Impression
3278,0,0,0,Impression
3279,0,0,0,Impression
3280,0,0,0,Impression
3281,0,0,0,Impression
3282,0,0,0,Impression
3283,0,0,0,Impression
3284,0,0,0,Impression
3285,0,0,0,Impression
3286,0,0,0,Impression
3287,0,0,0,Impression
3288,0,0,0,Impression
3289,0,0,0,Impression
3290,0,0,0,Impression
3291,0,0,0,Impression
3292,0,0,0,Impression
3293,0,0,0,Impression
3294,0,0,0,Impression
3295,0,0,0,Impression
3296,0,0,0,Impression
3297,0,0,0,Impression
3298,0,0,0,Impression
3299,0,0,0,Impression
3300,0,0,0,Impression
3301,0,0,0,Impression
3302,0,0,0,Impression
3303,0,0,0,Impression
3304,0,0,0,Impression
3305,0,0,0,Impression
3306,0,0,0,Impression
3307,0,0,0,Impression
3308,0,0,0,Impression
3309,0,0,0,Impression
3310,0,0,0,Impression
3311,0,0,0,Impression
3312,0,0,0,Impression
3313,0,0,0,Impression
3314,0,0,0,Impression
3315,0,0,0,Impression
3316,0,0,0,Impression
3317,0,0,0,Impression
3318,0,0,0,Impression
3319,0,0,0,Impression
3320,0,0,0,Impression
3321,0,0,0,Impression
3322,0,0,0,Impression
3323,0,0,0,Impression
3324,0,0,0,Impression
3325,0,0,0,Impression
3326,0,0,0,Impression
3327,0,0,0,Impression
3328,0,0,0,Impression
3329,0,0,0,Impression
3330,0,0,0,Impression
3331,0,0,0,Impression
3332,0,0,0,Impression
3333,0,0,0,Impression
3334,0,0,0,Impression
3335,0,0,0,Impression
3336,0,0,0,Impression
3337,0,0,0,Impression
3338,0,0,0,Impression
3339,0,0,0,Impression
3340,0,0,0,Impression
3341,0,0,0,Impression
3342,0,0,0,Impression
3343,0,0,0,Impression
3344,0,0,0,Impression
3345,0,0,0,Impression
3346,0,0,0,Impression
3347,0,0,0,Impression
3348,0,0,0,Impression
3349,0,0,0,Impression
3350,0,0,0,Impression
3351,0,0,0,Impression
3352,0,0,0,Impression
3353,0,0,0,Impression
3354,0,0,0,Impression
3355,0,0,0,Impression
3356,0,0,0,Impression
3357,0,0,0,Impression
3358,0,0,0,Impression
3359,0,0,0,Impression
3360,0,0,0,Impression
3361,0,0,0,Impression
3362,0,0,0,Impression
3363,0,0,0,Impression
3364,0,0,0,Impression
3365,0,0,0,Impression
3366,0,0,0,Impression
3367,0,0,0,Impression
3368,0,0,0,Impression
3369,0,0,0,Impression
3370,0,0,0,Impression
3371,0,0,0,Impression
3372,0,0,0,Impression
3373,0,0,0,Impression
3374,0,0,0,Impression
3375,0,0,0,Impression
3376,0,0,0,Impression
3377,0,0,0,Impression
3378,0,0,0,Impression
3379,0,0,0,Impression
3380,0,0,0,Impression
3381,0,0,0,Impression
3382,0,0,0,Impression
3383,0,0,0,Impression
3384,0,0,0,Impression
3385,0,0,0,Impression
3386,0,0,0,Impression
3387,0,0,0,Impression
3388,0,0,0,Impression
3389,0,0,0,Impression
3390,0,0,0,Impression
3391,0,0,0,Impression
3392,0,0,0,Impression
3393,0,0,0,Impression
3394,1,0,0,Click
3395,0,0,0,Impression
3396,0,0,0,Impression
3397,0,0,0,Impression
3398,0,0,0,Impression
3399,0,0,0,Impression
3400,0,0,0,Impression
3401,0,0,0,Impression
3402,0,0,0,Impression
3403,0,0,0,Impression
3404,0,0,0,Impression
3405,0,0,0,Impression
3406,0,0,0,Impression
3407,0,0,0,Impression
3408,0,0,0,Impression
3409,0,0,0,Impression
3410,0,0,0,Impression
3411,0,0,0,Impression
3412,0,0,0,Impression
3413,0,0,0,Impression
3414,0,0,0,Impression
3415,0,0,0,Impression
3416,0,0,0,Impression
3417,1,0,0,Click
3418,0,0,0,Impression
3419,0,0,0,Impression
3420,0,0,0,Impression
3421,0,0,0,Impression
3422,0,0,0,Impression
3423,0,0,0,Impression
3424,0,0,0,Impression
3425,0,0,0,Impression
3426,0,0,0,Impression
3427,0,0,0,Impression
3428,0,0,0,Impression
3429,0,0,0,Impression
3430,0,0,0,Impression
3431,0,0,0,Impression
3432,0,0,0,Impression
3433,0,0,0,Impression
3434,0,0,0,Impression
3435,0,0,0,Impression
3436,0,0,0,Impression
3437,0,0,0,Impression
3438,0,0,0,Impression
3439,0,0,0,Impression
3440,0,0,0,Impression
3441,0,0,0,Impression
3442,0,0,0,Impression
3443,0,0,0,Impression
3444,0,0,0,Impression
3445,0,0,0,Impression
3446,0,0,0,Impression
3447,0,0,0,Impression
3448,0,0,0,Impression
3449,0,0,0,Impression
3450,0,0,0,Impression
3451,0,0,0,Impression
3452,0,0,0,Impression
3453,0,0,0,Impression
3454,0,0,0,Impression
3455,0,0,0,Impression
3456,0,0,0,Impression
3457,0,0,0,Impression
3458,0,0,0,Impression
3459,0,0,0,Impression
3460,0,0,0,Impression
3461,0,0,0,Impression
3462,0,0,0,Impression
3463,0,0,0,Impression
3464,0,0,0,Impression
3465,0,0,0,Impression
3466,0,0,0,Impression
3467,0,0,0,Impression
3468,0,0,0,Impression
3469,0,0,0,Impression
3470,0,0,0,Impression
3471,0,0,0,Impression
3472,0,0,0,Impression
3473,0,0,0,Impression
3474,0,0,0,Impression
3475,0,0,0,Impression
3476,0,0,0,Impression
3477,0,0,0,Impression
3478,0,0,0,Impression
3479,0,0,0,Impression
3480,0,0,0,Impression
3481,0,0,0,Impression
3482,0,0,0,Impression
3483,0,0,0,Impression
3484,0,0,0,Impression
3485,0,0,0,Impression
3486,0,0,0,Impression
3487,0,0,0,Impression
3488,0,0,0,Impression
3489,0,0,0,Impression
3490,0,0,0,Impression
3491,0,0,0,Impression
3492,0,0,0,Impression
3493,0,0,0,Impression
3494,0,0,0,Impression
3495,0,0,0,Impression
3496,0,0,0,Impression
3497,0,0,0,Impression
3498,0,0,0,Impression
3499,0,0,0,Impression
3500,0,0,0,Impression
3501,0,0,0,Impression
3502,0,0,0,Impression
3503,0,0,0,Impression
3504,0,0,0,Impression
3505,0,0,0,Impression
3506,0,0,0,Impression
3507,0,0,0,Impression
3508,0,0,0,Impression
3509,0,0,0,Impression
3510,0,0,0,Impression
3511,0,0,0,Impression
3512,0,0,0,Impression
3513,0,0,0,Impression
3514,0,0,0,Impression
3515,0,0,0,Impression
3516,0,0,0,Impression
3517,0,0,0,Impression
3518,0,0,0,Impression
3519,0,0,0,Impression
3520,0,0,0,Impression
3521,0,0,0,Impression
3522,0,0,0,Impression
3523,0,0,0,Impression
3524,0,0,0,Impression
3525,0,0,0,Impression
3526,0,0,0,Impression
3527,0,0,0,Impression
3528,0,0,0,Impression
3529,0,0,0,Impression
3530,0,0,0,Impression
3531,0,0,0,Impression
3532,0,0,0,Impression
3533,0,0,0,Impression
3534,0,0,0,Impression
3535,0,0,0,Impression
3536,0,0,0,Impression
3537,0,0,0,Impression
3538,0,0,0,Impression
3539,0,0,0,Impression
3540,0,0,0,Impression
3541,0,0,0,Impression
3542,0,0,0,Impression
3543,0,0,0,Impression
3544,0,0,0,Impression
3545,0,0,0,Impression
3546,0,0,0,Impression
3547,0,0,0,Impression
3548,0,0,0,Impression
3549,0,0,0,Impression
3550,0,0,0,Impression
3551,0,0,0,Impression
3552,0,0,0,Impression
3553,0,0,0,Impression
3554,0,0,0,Impression
3555,0,0,0,Impression
3556,0,0,0,Impression
3557,0,0,0,Impression
3558,0,0,0,Impression
3559,0,0,0,Impression
3560,0,0,0,Impression
3561,0,0,0,Impression
3562,0,0,0,Impression
3563,0,0,0,Impression
3564,0,0,0,Impression
3565,0,0,0,Impression
3566,0,0,0,Impression
3567,0,0,0,Impression
3568,0,0,0,Impression
3569,0,0,0,Impression
3570,0,0,0,Impression
3571,0,0,0,Impression
3572,0,0,0,Impression
3573,0,0,0,Impression
3574,0,0,0,Impression
3575,0,0,0,Impression
3576,0,0,0,Impression
3577,0,0,0,Impression
3578,0,0,0,Impression
3579,0,0,0,Impression
3580,0,0,0,Impression
3581,0,0,0,Impression
3582,0,0,0,Impression
3583,0,0,0,Impression
3584,0,0,0,Impression
3585,0,0,0,Impression
3586,0,0,0,Impression
3587,0,0,0,Impression
3588,0,0,0,Impression
3589,0,0,0,Impression
3590,0,0,0,Impression
3591,0,0,0,Impression
3592,0,0,0,Impression
3593,0,0,0,Impression
3594,0,0,0,Impression
3595,0,0,0,Impression
3596,0,0,0,Impression
3597,0,0,0,Impression
3598,0,0,0,Impression
3599,0,0,0,Impression
3600,0,0,0,Impression
3601,0,0,0,Impression
3602,0,0,0,Impression
3603,0,0,0,Impression
3604,0,0,0,Impression
3605,0,0,0,Impression
3606,0,0,0,Impression
3607,0,0,0,Impression
3608,0,0,0,Impression
3609,0,0,0,Impression
3610,0,0,0,Impression
3611,0,0,0,Impression
3612,0,0,0,Impression
3613,0,0,0,Impression
3614,0,0,0,Impression
3615,0,0,0,Impression
3616,0,0,0,Impression
3617,0,0,0,Impression
3618,0,0,0,Impression
3619,0,0,0,Impression
3620,0,0,0,Impression
3621,0,0,0,Impression
3622,0,0,0,Impression
3623,0,0,0,Impression
3624,0,0,0,Impression
3625,0,0,0,Impression
3626,0,0,0,Impression
3627,0,0,0,Impression
3628,0,0,0,Impression
3629,0,0,0,Impression
3630,0,0,0,Impression
3631,0,0,0,Impression
3632,0,0,0,Impression
3633,0,0,0,Impression
3634,0,0,0,Impression
3635,0,0,0,Impression
3636,0,0,0,Impression
3637,0,0,0,Impression
3638,0,0,0,Impression
3639,0,0,0,Impression
3640,0,0,0,Impression
3641,0,0,0,Impression
3642,0,0,0,Impression
3643,0,0,0,Impression
3644,0,0,0,Impression
3645,0,0,0,Impression
3646,0,0,0,Impression
3647,0,0,0,Impression
3648,0,0,0,Impression
3649,0,0,0,Impression
3650,0,0,0,Impression
3651,0,0,0,Impression
3652,0,0,0,Impression
3653,0,0,0,Impression
3654,0,0,0,Impression
3655,0,0,0,Impression
3656,0,0,0,Impression
3657,0,0,0,Impression
3658,0,0,0,Impression
3659,0,0,0,Impression
3660,0,0,0,Impression
3661,0,0,0,Impression
3662,0,0,0,Impression
3663,0,0,0,Impression
3664,0,0,0,Impression
3665,0,0,0,Impression
3666,0,0,0,Impression
3667,0,0,0,Impression
3668,0,0,0,Impression
3669,0,0,0,Impression
3670,0,0,0,Impression
3671,0,0,0,Impression
3672,0,0,0,Impression
3673,0,0,0,Impression
3674,0,0,0,Impression
3675,0,0,0,Impression
3676,0,0,0,Impression
3677,0,0,0,Impression
3678,0,0,0,Impression
3679,0,0,0,Impression
3680,0,0,0,Impression
3681,0,0,0,Impression
3682,0,0,0,Impression
3683,0,0,0,Impression
3684,0,0,0,Impression
3685,0,0,0,Impression
3686,0,0,0,Impression
3687,0,0,0,Impression
3688,0,0,0,Impression
3689,0,0,0,Impression
3690,0,0,0,Impression
3691,0,0,0,Impression
3692,0,0,0,Impression
3693,0,0,0,Impression
3694,0,0,0,Impression
3695,0,0,0,Impression
3696,0,0,0,Impression
3697,0,0,0,Impression
3698,0,0,0,Impression
3699,0,0,0,Impression
3700,0,0,0,Impression
3701,0,0,0,Impression
3702,0,0,0,Impression
3703,0,0,0,Impression
3704,0,0,0,Impression
3705,0,0,0,Impression
3706,0,0,0,Impression
3707,0,0,0,Impression
3708,0,0,0,Impression
3709,0,0,0,Impression
3710,0,0,0,Impression
3711,0,0,0,Impression
3712,0,0,0,Impression
3713,0,0,0,Impression
3714,0,0,0,Impression
3715,0,0,0,Impression
3716,0,0,0,Impression
3717,0,0,0,Impression
3718,0,0,0,Impression
3719,0,0,0,Impression
3720,0,0,0,Impression
3721,0,0,0,Impression
3722,0,0,0,Impression
3723,0,0,0,Impression
3724,0,0,0,Impression
3725,0,0,0,Impression
3726,0,0,0,Impression
3727,0,0,0,Impression
3728,0,0,0,Impression
3729,0,0,0,Impression
3730,0,0,0,Impression
3731,0,0,0,Impression
3732,0,0,0,Impression
3733,0,0,0,Impression
3734,0,0,0,Impression
3735,0,0,0,Impression
3736,0,0,0,Impression
3737,0,0,0,Impression
3738,0,0,0,Impression
3739,0,0,0,Impression
3740,0,0,0,Impression
3741,0,0,0,Impression
3742,0,0,0,Impression
3743,0,0,0,Impression
3744,0,0,0,Impression
3745,0,0,0,Impression
3746,0,0,0,Impression
3747,0,0,0,Impression
3748,0,0,0,Impression
3749,0,0,0,Impression
3750,0,0,0,Impression
3751,0,0,0,Impression
3752,0,0,0,Impression
3753,0,0,0,Impression
3754,0,0,0,Impression
